for,clave_de_mapa,numero_historico,proyecto,nombre_analisis,estatus_analisis,gerencia,gerencias_complementaria,responsable_tecnico_y_participantes,tematica_principal_LGAHOTDU,tematicas_secundarias_LGAHOTDU,tipo_analisis,Otros,insumos consultados,Fuente,Tipo de información,estadistica,nota_metodologica,liga_drive,Image id,Ficha,Buscar,color
29-abr-20,I-745.3,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PROVISIÓN DE SERVICIOS DE TRANSPORTE Y LOGÍSTICA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1lKiI2pW9HRGroGEfSAR-yne0rb5ELUzM,,,,
29-abr-20,I-745.4,1,POTmet,CANTIDAD DE UNIDADES ECONÓMICAS DEDICADAS AL SECTOR HORECA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1jvzllr4nnlc22FIruxSR4zCt7uGxZQrR,,,,
29-abr-20,I-745.5,1,POTmet,TIPO DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS AL SECTOR HORECA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1_4ucLBheGLepVZSUvC9dPQAAdf0xTUDT,,,,
29-abr-20,I-745.6,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS AL SECTOR HORECA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1DHDBnp3HklEohKz4oApWd6iyzyL_V9b9,,,,
29-abr-20,I-745.7,1,POTmet,CANTIDAD DE UNIDADES ECONÓMICAS DEDICADAS AL COMERCIO EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1LGw6pvredITeQRAEYIUsIf-OW0zr508I,,,,
29-abr-20,I-745.8,1,POTmet,TIPO DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS AL COMERCIO EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1i4dXjTfU8kisoJfk9TdgJZ5zC1J8nt2n,,,,
29-abr-20,I-745.9,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS AL COMERCIO  EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1gR_zC9oOsHqAqXiYlwM8Gy2xJyQlUclV,,,,
29-abr-20,I-745.10,1,POTmet,CANTIDAD DE UNIDADES ECONÓMICAS DEDICADAS A LA PRESTACIÓN DE SERVICIOS EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1L9h3M_lVPvE5uhIQA1oc97EAqIlaFTXT,,,,
29-abr-20,I-745.11,1,POTmet,TIPO DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PRESTACIÓN DE SERVICIOS EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=147v4WtfgWrFAULSS2u8k-fFd7e6B1RJ5,,,,
29-abr-20,I-745.12,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PRESTACIÓN DE SERVICIOS  EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1E_dGulHENGrRYW8kj564mfoX0zv51BwF,,,,
29-abr-20,I-745.13,1,POTmet,CANTIDAD DE UNIDADES ECONÓMICAS DEDICADAS A LA INDUSTRIA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1eU64BJ9m_5lX-CdebIaX7lC-C6_oDW3r,,,,
29-abr-20,I-745.14,1,POTmet,TIPO DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA INDUSTRIA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1ZuXBQhGGwlooMTKKLlEkTtCfMt5J60Yg,,,,
29-abr-20,I-745.15,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA INDUSTRIA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1WOwigmuVP5bc58CoUGuu0qrckOIHVLfX-ThdJvacsXc,https://drive.google.com/open?id=1Q1is-87tjEfThwfoHjac5ew1HQw13BvB,,,,
04-jun-20,I-745.16,1,POTmet,IDENTIFICACIÓN DE CENTROS COMERCIALES DE GRAN IMPACTO EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1iMEq8gbEui2Fy6YnB0lGSX6OVEyQBsLGnPABYk-yCKM,https://drive.google.com/open?id=1Ieg9iZCV6XpgaaCeb9N1I_zD-ooNlyZ6,,,,
04-jun-20,I-745.17,1,POTmet,EQUIPAMIENTOS Y COMERCIOS DE ABASTO EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Base,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=19zsbXmFhMvvPuOdOOZS8QQcT4sOZfPXK5Oxt6RJsA_w,https://drive.google.com/open?id=1KjOn3GsPLiW8x5p2p1GmUIDteH_6lTFc,,,,
05-jun-20,I-745.18,1,POTmet,INFRAESTRUCTURA Y ESTABLECIMIENTOS DEDICADOS AL MANEJO DE RESIDUOS EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Base,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://drive.google.com/open?id=1Db_6NDQjyTlHy_psd7yPXdrOgWmwJPoZHmvyyr6jeJc,https://drive.google.com/open?id=1Ezm4ux9yhe0xlE8p38m0_51D_aefu_-L,,,,
02-feb-21,I-745.19,1,POTmet,INFRAESTRUCTURA COMPLEMENTARIA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://docs.google.com/document/d/1z5_-3bjquRk30MUFTRq8UyAIGYCgYcnIr7yrYbRR_kA/edit,https://drive.google.com/open?id=11DG6hnrUuC0nnkRxQepWJUHeUe8O6y--w/,,,,
12-jun-20,I-745.20,1,POTmet,ZONAS ESTRATÉGICAS Y CON MAYOR DEMANDA DE TRANSPORTE DE CARGA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://docs.google.com/document/d/1il0o8oU7jDm2lft97jXlO9wSReNwxRcizziF-mdv1B4,https://drive.google.com/open?id=11intHu3vHJi1eicU5V3Pl-yjOQmEhfjC_/,,,,
26-jun-20,I-745.21,1,POTmet,USO DE SUELO EN ZONAS ESTRATÉGICAS PARA EL TRANSPORTE DE CARGA DEL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://docs.google.com/document/d/1lZzvH0Q8LBjKOfjIkivEOoPA-4WAZl9iIOBDM11DLKw/edit?usp=sharing,https://drive.google.com/open?id=119Ri9RcPXGQ1pfBeF_koDR2sTHedjaZfw/,,,,
26-jun-20,I-745.22,1,POTmet,POTMET Y SU RELACIÓN CON LAS ZONAS ESTRATÉGICAS PARA EL TRANSPORTE DE CARGA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://docs.google.com/document/d/18UjZt7PaRcCzSY5DfEhodL1GDhJoR7AC4irPEsSH1qk/edit?usp=sharing,https://drive.google.com/open?id=11GYyu8BTVGSoSQgOiYZBiZR0qaCUb7REW/,,,,
26-jun-20,I-745.23,1,POTmet,ZONAS ESTRATÉGICAS PARA EL TRANSPORTE DE CARGA PERMITIDAS CONFORME A LOS INSTRUMENTOS DE PLANEACIÓN DEL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada / Christian Aguilar,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://docs.google.com/document/d/19HzuH_SBkDdVhPrX2DJA5zAFxonRk6JNwH7wTgv9YzA/edit?usp=sharing,https://drive.google.com/open?id=11AIw4y837GbZmw7AtI6XFxAZzDppbuV6h/,,,,
26-jun-20,I-745.24,1,POTmet,ZONAS DE ACCIDENTALIDAD RELACIONADAS AL TRANSPORTE DE CARGA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Victoria Estrada / Christian Aguilar,POT,IVT,Diagnóstico,,,,,https://drive.google.com/open?id=1MWMiHQkOEX8X-xjdiJLqvUC-PPPGe-KSBYdf4waJ3qM,https://docs.google.com/document/d/1DFqfH7GSW-MXvvbNXuTaeo50kj1cWAs5l3QK9z-ZNZc/edit?usp=sharing,https://drive.google.com/open?id=1196YvwhQQudLU_44CRUcZOumD-AoE9Q2P/,,,,
14-ene-21,I-745.25,1,POTmet,LIMITACIONES Y CONSIDERACIONES PARA EL TRÁNSITO VEHICULAR DE CARGA: CENTROS HISTÓRICOS Y ÁREAS DE PROTECCIÓN AL PATRIMONIO EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1Opk7dOCo0Rw4OWhG419IHGpc3j4FDTWw/view?usp=sharing,https://docs.google.com/document/d/1gioxt9-zVluNTx9EOFbbYry9daMUA5Zf7ZrXlBQhKc4/edit?usp=sharing,https://drive.google.com/open?id=11Ni8NaaD35BBlaSE2NJRVao39V_oBSYM0/,,,,
14-ene-21,I-745.26,1,POTmet,LIMITACIONES Y CONSIDERACIONES PARA EL TRÁNSITO VEHICULAR DE CARGA: ZONAS DE VOCACIÓN HABITACIONAL,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1BlknswcGs_87wqTarHRYzOHEHl_ma_J6/view?usp=sharing,https://docs.google.com/document/d/1ah2TNLdDneV0exHM5OCSuntH355r8AF-RMqxWxM-J-4/edit?usp=sharing,https://drive.google.com/open?id=11DI2k1wdXjD-WC1GG7clrmQkRs4ez_ls6/,,,,
14-ene-21,I-745.27,1,POTmet,LIMITACIONES Y CONSIDERACIONES PARA EL TRÁNSITO VEHICULAR DE CARGA: COMPATIBILIDAD MODAL EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1avlTUKBJ_I8R7-EugTgsVN0th36mc_NP/view?usp=sharing,https://docs.google.com/document/d/1ZPRDhB6UTntPDt60wwd50ubEeP6_zZIWAw3WrKu05MA/edit?usp=sharing,https://drive.google.com/open?id=11CI-ssKAVp2PzDbbBpnVaGj6sIyJWnFHg/,,,,
14-ene-21,I-745.28,1,POTmet,LIMITACIONES Y CONSIDERACIONES PARA EL TRÁNSITO VEHICULAR DE CARGA: COMERCIO SOBRE ARROYO VIAL (TIANGUIS) EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1NPkByTd8naZmL0j8POT2dJbdNZQSLzse/view?usp=sharing,https://docs.google.com/document/d/1F82U01O8AoGFYHJvuAsAmcsmaIor48R4alAFpfKRut8/edit?usp=sharing,https://drive.google.com/open?id=11KAwQMyQ0x_MfQLk_TlV_wrTEHiNE4a3e/,,,,
14-ene-21,I-745.29,1,POTmet,LIMITACIONES Y CONSIDERACIONES PARA EL TRÁNSITO VEHICULAR DE CARGA: CARACTERÍSTICAS DE LAS VIALIDADES EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Antonio Aguayo,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1OZTNKpgO61XHLIOdQG7kOtjMLMGeXqnp/view?usp=sharing,https://docs.google.com/document/d/1L8WJ_yOmy-ILym9c2V9WSLAEtKn2anDfI_TTCt1hiFM/edit?usp=sharing,https://drive.google.com/open?id=11Pj9B1djOVOcN7BsNh9qBxTK7e1N3Lbrc/,,,,
29-abr-20,I-746,1,POTmet,"COLINDANCIAS DEL MUNICIPIO DE ZAPOTLANEJO:
RESULTADO DE PROPUESTAS TÉCNICAS.",En proceso,"(CGIES) Coordinación de Gestión, Información, Evaluación y Seguimiento",,Alicia Guzmán,POT,,Diagnóstico,,,,,,,,,,,
04-may-20,I.747.1,1,POTmet,TIPO DE CONCENTRACIÓN DE EMPLEOS DE EMPRESAS MEDIANAS Y GRANDES DEDICADAS AL COMERCIO EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=10fmp8CoSZHGzSu5fCGfUJSWpRN4GbLc1,,,,
04-may-20,I.747.2,1,POTmet,TIPO DE CONCENTRACIÓN DE EMPLEOS DE EMPRESAS MEDIANAS Y GRANDES DEDICADAS A LA INDUSTRIA EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1DNRRvDDfD9A4yxTKC2rYwFyjuHWK3Si9,,,,
04-may-20,I.747.3,1,POTmet,TIPO DE CONCENTRACIÓN DE EMPLEOS DE EMPRESAS MEDIANAS Y GRANDES DEDICADAS A LA PRESTACIÓN DE SERVICIOS EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1hakPeThu-CdZrA1NdxjlX5AL3xkaf9CV,,,,
04-may-20,I.747.4,1,POTmet,TIPO DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PRESTACIÓN DE SERVICIOS CON MAYOR ORIENTACIÓN AL PÚBLICO EN GENERAL EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1RCnf65Iad3uJvBajA25hroTu2kz-XBF5,,,,
04-may-20,I.747.5,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PRESTACIÓN DE SERVICIOS CON MAYOR ORIENTACIÓN AL PÚBLICO EN GENERAL EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1g2yAJBLCijKQe9ZXUrlHQi_i8PWsV8C2,,,,
04-may-20,I.747.6,1,POTmet,TIPO DE CONCENTRACIÓN DE EQUIPAMIENTOS CENTRALES Y REGIONALES  EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1lNb-xSUG5uQmiUWslFXOX9ik1EhRt9vN,,,,
04-may-20,I.747.7,1,POTmet,"TIPO DE CONCENTRACIÓN DE ESPACIOS VERDES, ABIERTOS Y RECREATIVOS EN EL AMG",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1BaBcwfOZ1C1mbF9mERnSY2CDk2ZNbnCh,,,,
04-may-20,I.747.8,1,POTmet,TIPO DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PREPARACIÓN DE ALIMENTOS Y BEBIDAS EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1fmCq6QRnaUxEiiDKiRXqgSHwRFO5iNSi,,,,
04-may-20,I.747.9,1,POTmet,INTENSIDAD DE CONCENTRACIÓN DE UNIDADES ECONÓMICAS DEDICADAS A LA PREPARACIÓN DE ALIMENTOS Y BEBIDAS EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1E6mUPj-Y4x6MSnzNoxlyP1-iuGRf0851,,,,
04-may-20,I.747.10,1,POTmet,SÍNTESIS DE PRE-IDENTIFICACIÓN DE ZONAS ATRACTORAS DE VIAJES EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1CRgHf7CycSUZeP2CBDqGuUbx-OYb1GQUgyyqPYM2S9s,https://drive.google.com/open?id=1I1s74qpNZ7Ax28XaFYNwfv6GID66nFkF,,,,
04-may-20,I.747.11,1,POTmet,DISPONIBILIDAD DE MEDIOS DE TRANSPORTE EN ZONAS ATRACTORAS DE VIAJES EN EL AMG,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,(GTM) Gerencia Técnica de Movilidad.,Victoria Estrada,IVT,POT,Diagnóstico,,,,,https://drive.google.com/open?id=1JCGeAVtGigXt_eyDv2STm-cU-dSZukPVgYhxc9E3Elw,https://drive.google.com/open?id=1lrObr-CnyMDVt_16UC5okmfv5QVxqZSl__2MKIGsx_c,https://drive.google.com/open?id=1lMGQfXQVf8mxxRCxP4Rw3mbj4cJup5nt,,,,
04-may-20,I-748,1,POTmet,SEGMENTOS DE VIALIDADES MEDICIÓN COVID-19,En proceso,,,,,,,,,,,,,,,,,
05-may-20,I-749,1,POTmet,COLINDANCIAS DEL MUNICIPIO DE JUANACATLÁN: RESULTADO DE PROPUESTAS TÉCNICAS,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,,https://drive.google.com/open?id=1t2mv10nhLBDXcz6Ka32ZD7P8lt_pCSiz,https://drive.google.com/open?id=1vilb6iRX5OzRQ03fX9fVKP2Vtp8NAIAy,,,,
08-may-20,I.750,1,POTmet,"SITIOS EN CONTROVERSIA DENTRO DEL ÁREA NATURAL PROTEGIDA LA PRIMAVERA, ZONA NORTE",En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Alicia Guzmán,POT,,Diagnóstico,,,,,,https://drive.google.com/open?id=1YDk7RDXOQzOX5SwtaJ8uNtnRUox8Alqc,https://drive.google.com/open?id=1wbhn2JQixpAUn9k8yrKU79LtTgla9Ikt,,,,
12-may-20,I-751,1,POTmet,MODIFICACIONES DE RUTAS DEL MAPA BASE 17042020,En proceso,(GTM) Gerencia Técnica de Movilidad.,,José Luis Plascencia,IVT,,Diagnóstico,,,,,https://drive.google.com/open?id=1JdP3zvLMy0I7mPOuyH7tJbP8nZbxkPgS,https://drive.google.com/open?id=1Y9lvsikdZPE562AStW3IIUdHL6ySPze-,https://drive.google.com/open?id=13azSFmnxvhGkcfBcEBmzk1CYhQqLgFv9,,,,
12-may-20,I-752,1,POTmet,COMPARATIVA DE COBERTURAS MAPA BASE SETRANS 170420,En proceso,(GTM) Gerencia Técnica de Movilidad.,,José Luis Plascencia,IVT,,Diagnóstico,,,,,https://drive.google.com/open?id=1BDmNuPTC2982qi2k9W4HozdhV0CYX00v,https://drive.google.com/open?id=16hrxmoMJ6ZoRmAVFoPp_vCc6lIu5dXEk,https://drive.google.com/open?id=1WvdU8yipk7OV_PmKv0FGAXf98X_C78Rc,,,,
